,tr|A0A023L7Z9|A0A023L7Z9_ECOLX,tr|A0A0A1A2Y7|A0A0A1A2Y7_ECOLX,tr|A0A0B1G6C1|A0A0B1G6C1_ECOLX,tr|A0A0H3MEH7|A0A0H3MEH7_ECO7I,tr|A0A0H3PPE1|A0A0H3PPE1_ECO5C,tr|A0A0J2DKP4|A0A0J2DKP4_ECOLX,tr|A0A0K9TCX1|A0A0K9TCX1_ECOLX,tr|A0A0L6Y4F3|A0A0L6Y4F3_ECOLX,tr|A0A0L7AGV7|A0A0L7AGV7_ECOLX,tr|A0A193LNX4|A0A193LNX4_ECOLX,tr|A0A1S9J3L5|A0A1S9J3L5_SHIBO,tr|A0A1V2GF08|A0A1V2GF08_ECOLX,tr|A0A1X3I8M8|A0A1X3I8M8_ECOLX,tr|A0A1X3J4F0|A0A1X3J4F0_ECOLX,tr|A0A1X3LGM8|A0A1X3LGM8_ECOLX,tr|A0A1X3LVD0|A0A1X3LVD0_ECOLX,tr|A0A2W6NQS1|A0A2W6NQS1_ECOLX,tr|A0A2W6Q337|A0A2W6Q337_ECOLX,tr|A0A2X1NE82|A0A2X1NE82_ECOLX,tr|A0A2X1NH21|A0A2X1NH21_ECOLX,tr|A0A376MAM3|A0A376MAM3_ECOLX,tr|A0A3F3P5M1|A0A3F3P5M1_ECOLX,tr|A0A3R0JRB9|A0A3R0JRB9_SHIDY,tr|A0A3S4L6S2|A0A3S4L6S2_ECOLX,tr|A0A4P8C616|A0A4P8C616_ECOLX,tr|A0A4P9DC90|A0A4P9DC90_9ESCH,tr|A0A4Q0WV67|A0A4Q0WV67_ECOLX,tr|A0A4Z0HZ92|A0A4Z0HZ92_9ESCH,tr|A0A564UZT3|A0A564UZT3_ESCFE,tr|A0A5D8SA00|A0A5D8SA00_ECOLX,tr|A0A5F0Q551|A0A5F0Q551_ECOLX,tr|A0A5F1DRP3|A0A5F1DRP3_ECOLX,tr|A0A5F1E2H9|A0A5F1E2H9_9ESCH,tr|A0A5F1EFN7|A0A5F1EFN7_9ESCH,tr|A0A5F1EYA9|A0A5F1EYA9_9ESCH,tr|A0A5F1HLZ3|A0A5F1HLZ3_9ESCH,tr|A0A5F1HSP6|A0A5F1HSP6_9ESCH,tr|A0A5F1I582|A0A5F1I582_9ESCH,tr|A0A659K8H6|A0A659K8H6_9ESCH,tr|A0A659KWA9|A0A659KWA9_9ESCH,tr|A0A659KZE8|A0A659KZE8_9ESCH,tr|A0A659LM08|A0A659LM08_9ESCH,tr|A0A659LV40|A0A659LV40_9ESCH,tr|A0A6C9QB45|A0A6C9QB45_ECOLX,tr|A0A6D0I2S4|A0A6D0I2S4_ECOLX,tr|A0A6I0S3E7|A0A6I0S3E7_BACT4,tr|A0A6M7H2M2|A0A6M7H2M2_ECO57,tr|A0A7A0N2J2|A0A7A0N2J2_ECOLX,tr|A0A7D7HD61|A0A7D7HD61_ECOLX,tr|A0A7U8W6R1|A0A7U8W6R1_ECOLX,tr|A0A7U8X7I7|A0A7U8X7I7_ECOLX,tr|A0A7U9B5M7|A0A7U9B5M7_ECOLX,tr|A0A7U9LI66|A0A7U9LI66_ECOLX,tr|A0A7W4KNI3|A0A7W4KNI3_9ESCH,tr|A0A7Z1D167|A0A7Z1D167_SHISO,tr|A0A7Z8FC37|A0A7Z8FC37_SHISO,tr|A0A827U8Z2|A0A827U8Z2_ECOLX,tr|A0A827X6Z6|A0A827X6Z6_ECOLX,tr|A0A829G4N1|A0A829G4N1_ECOLX,tr|A0A829IX09|A0A829IX09_ECOLX,tr|A0A829L0F2|A0A829L0F2_ECOLX,tr|A0A854BGX6|A0A854BGX6_ECOLX,tr|A0A862ZFI0|A0A862ZFI0_ECOLX,tr|A0A891SJU0|A0A891SJU0_ECOLX,tr|A0A8F9IIN0|A0A8F9IIN0_ECOLX,tr|A0A8H9AVQ2|A0A8H9AVQ2_ECOLX,tr|A0A8H9B1I0|A0A8H9B1I0_ECOLX,tr|B1LLG5|B1LLG5_ECOSM,tr|B7N9X0|B7N9X0_ECOLU,tr|D3GY70|D3GY70_ECO44,tr|D6I6V0|D6I6V0_ECOLX,tr|D6J841|D6J841_ECOLX,tr|D8A858|D8A858_ECOMS,tr|E9XNT7|E9XNT7_ECOLX,tr|F4TBT5|F4TBT5_ECOLX,tr|L4JDC0|L4JDC0_ECOLX,tr|Q8X9A1|Q8X9A1_ECO57,tr|U9XGE1|U9XGE1_ECOLX,tr|U9ZAI2|U9ZAI2_ECOLX,tr|V0SFN1|V0SFN1_ECOLX,tr|V0XRB3|V0XRB3_ECOLX,tr|V0ZQ54|V0ZQ54_ECOLX,tr|W1WZN0|W1WZN0_ECOLX,UPI0002677467,UPI000390D6E8,UPI0003E151F6,UPI00045280F0,UPI0004619765,UPI00050B9519,UPI0005CCFEC8,UPI0005E44CCD,UPI0006682A44,UPI000716D04F,UPI0007515F0F,UPI0007A02A6A,UPI00081E3EBB,UPI000840C207,UPI000853FA50,UPI00098C9CCE,UPI00099164D4,UPI000A25A2A5,UPI000A42954E,UPI000B429BBA,UPI000B42C477,UPI000B514ABF,UPI000B72A873,UPI000B7C763B,UPI000B7CC8B5,UPI000B7D194A,UPI000B7D6614,UPI000BDEF35B,UPI000BE46B47,UPI000BE4D83D,UPI000BE89DB7,UPI000C2A82E1,UPI000CF78AB2,UPI000CF7AEB2,UPI000CFB64E8,UPI000D15C948,UPI000DDB7257,UPI000DDDCD7D,UPI000E1D8DAB,UPI000E2F57BE,UPI000F4BAC07,UPI000FEB7774,UPI0010296AEA,UPI0010374C6E,UPI0010770B17,UPI00107E5D86,UPI00109DA86B,UPI0010AA6528,UPI0010C57251,UPI0010C58F42,UPI001106B9FF,UPI001184405E,UPI00123864A8,UPI00124CB33B,UPI001320AA32,UPI0013277DC1,UPI00136570E7,UPI00136607EB,UPI0013DE61E5,UPI00146FEA09,UPI0014826D7B,UPI0015C4C41C,UPI0015D4B39E,UPI0015D7C058,UPI0015D7EB9A,UPI001649A69D,UPI00182BC2E6,UPI00184DCCB1,UPI00185C6760,UPI0018661D54,UPI00187D448A,UPI0018C638E7,UPI00192A4113,UPI0019B0BF68,UPI0019D15BAA,UPI0019F18BC4,UPI001BE89EF4,UPI001D0CB1BE,UPI001EEEE363,UPI001F287FC8,UPI001F4A8BBA,UPI001F4AF082,UPI001FF6E554
tr|A0A7W4KNI3|A0A7W4KNI3_9ESCH,0.01,0.015,0.015,0.01,0.015,0.015,0.01,0.015,0.005,0.015,0.01,0.015,0.01,0.01,0.01,0.01,0.0,0.015038,0.02439,0.010417,0.01,0.02,0.01,0.015,0.01,0.07,0.0,0.06,0.01,0.031579,0.015,0.08,0.065,0.06,0.06,0.065,0.065,0.075,0.06,0.07,0.085,0.06,0.075,0.025,0.015,0.0,0.01,0.015,0.065,0.01,0.01,0.015,0.01,0.0,0.01,0.015,0.015,0.015,0.015,0.01,0.015,0.005102,0.01,0.01,0.01,0.015075,0.015,0.01,0.01,0.015,0.02,0.01,0.01,0.0,0.015,0.015,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.015,0.015,0.015,0.015,0.01,0.0,0.015,0.015,0.015,0.02,0.015,0.015,0.02,0.010204,0.02,0.015,0.015,0.028169,0.0,0.02,0.015,0.01,0.008,0.02,0.015,0.02,0.015,0.006369,0.02,0.02,0.02,0.015,0.015,0.01,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.02,0.065,0.07,0.015,0.015,0.015,0.015,0.02,0.02,0.015,0.025,0.015,0.02,0.0,0.0,0.02,0.03,0.015,0.015228,0.015,0.033333,0.023256,0.015,0.08,0.0,0.02,0.02,0.015,0.02,0.015152,0.015,0.0,0.02,0.02,0.02,0.012195,0.015,0.016216,0.02454,0.014184,0.016667,0.015
tr|A0A7Z1D167|A0A7Z1D167_SHISO,0.0,0.005,0.005,0.0,0.005,0.005,0.0,0.005,0.005,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010417,0.01,0.01,0.0,0.005,0.0,0.06,0.01,0.05,0.0,0.021053,0.005,0.07,0.055,0.05,0.05,0.055,0.055,0.065,0.05,0.06,0.075,0.05,0.065,0.015,0.005,0.0,0.0,0.005,0.055,0.0,0.0,0.005,0.0,0.01,0.0,0.005,0.005,0.005,0.005,0.0,0.005,0.015306,0.0,0.0,0.0,0.005025,0.025,0.0,0.0,0.005,0.01,0.0,0.0,0.01,0.005,0.005,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.005,0.005,0.005,0.005,0.005,0.0,0.005,0.005,0.005,0.01,0.005,0.005,0.01,0.0,0.01,0.005,0.005,0.0,0.0,0.01,0.005,0.01,0.0,0.01,0.005,0.01,0.005,0.0,0.01,0.01,0.01,0.005,0.015,0.01,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.01,0.055,0.06,0.005,0.005,0.005,0.005,0.01,0.01,0.005,0.015,0.005,0.01,0.0,0.0,0.01,0.02,0.005,0.005076,0.005,0.0,0.017442,0.005,0.07,0.0,0.01,0.01,0.005,0.01,0.0,0.005,0.0,0.01,0.01,0.01,0.012195,0.005,0.005405,0.01227,0.0,0.016667,0.005
tr|A0A7Z8FC37|A0A7Z8FC37_SHISO,0.005,0.01,0.01,0.005,0.01,0.0,0.005,0.01,0.01,0.01,0.005,0.01,0.005,0.005,0.005,0.005,0.032258,0.0,0.0,0.0,0.005,0.015,0.005,0.01,0.005,0.055,0.015,0.045,0.005,0.026316,0.01,0.065,0.05,0.045,0.045,0.05,0.05,0.06,0.045,0.055,0.07,0.045,0.06,0.02,0.01,0.0,0.005,0.01,0.05,0.005,0.005,0.0,0.005,0.015,0.005,0.0,0.01,0.01,0.01,0.005,0.0,0.020408,0.005,0.005,0.005,0.01005,0.03,0.005,0.005,0.01,0.015,0.005,0.005,0.015,0.01,0.0,0.005,0.015,0.005,0.005,0.005,0.005,0.005,0.01,0.01,0.01,0.01,0.01,0.010753,0.01,0.01,0.01,0.005,0.01,0.01,0.005,0.005102,0.015,0.01,0.01,0.0,0.0125,0.005,0.01,0.015,0.0,0.015,0.01,0.005,0.01,0.006369,0.015,0.015,0.015,0.01,0.02,0.015,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.005,0.05,0.055,0.01,0.01,0.01,0.01,0.015,0.005,0.01,0.02,0.01,0.015,0.017241,0.011236,0.015,0.025,0.01,0.010152,0.01,0.0,0.023256,0.01,0.065,0.014925,0.015,0.005,0.01,0.005,0.0,0.01,0.015873,0.015,0.005,0.005,0.0,0.01,0.010811,0.01227,0.0,0.033333,0.01
tr|A0A827U8Z2|A0A827U8Z2_ECOLX,0.005,0.01,0.01,0.005,0.01,0.01,0.005,0.01,0.01,0.01,0.005,0.01,0.005,0.005,0.005,0.005,0.0,0.007519,0.012195,0.010417,0.015,0.015,0.005,0.01,0.005,0.065,0.015,0.055,0.005,0.026316,0.01,0.075,0.06,0.055,0.055,0.06,0.06,0.07,0.055,0.065,0.08,0.055,0.07,0.02,0.01,0.033333,0.005,0.01,0.06,0.005,0.005,0.01,0.005,0.015,0.005,0.01,0.0,0.01,0.01,0.005,0.01,0.020408,0.005,0.005,0.005,0.01005,0.03,0.005,0.005,0.01,0.015,0.005,0.005,0.015,0.01,0.01,0.005,0.015,0.005,0.005,0.005,0.005,0.005,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.015,0.01,0.01,0.015,0.005102,0.015,0.01,0.01,0.014085,0.0,0.015,0.01,0.015,0.0,0.01,0.01,0.015,0.01,0.0,0.015,0.015,0.015,0.01,0.02,0.015,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.015,0.06,0.065,0.01,0.01,0.01,0.01,0.015,0.015,0.01,0.02,0.01,0.015,0.0,0.0,0.015,0.025,0.01,0.010152,0.01,0.016667,0.023256,0.01,0.075,0.0,0.015,0.015,0.01,0.015,0.007576,0.01,0.0,0.015,0.015,0.015,0.012195,0.01,0.005405,0.018405,0.007092,0.016667,0.01
tr|A0A827X6Z6|A0A827X6Z6_ECOLX,0.005,0.01,0.01,0.005,0.01,0.01,0.005,0.01,0.01,0.01,0.005,0.01,0.005,0.005,0.005,0.005,0.0,0.007519,0.0,0.020833,0.015,0.015,0.005,0.01,0.005,0.065,0.015,0.055,0.005,0.026316,0.01,0.075,0.06,0.055,0.055,0.06,0.06,0.07,0.055,0.065,0.08,0.055,0.07,0.02,0.01,0.0,0.005,0.01,0.06,0.005,0.005,0.01,0.005,0.015,0.005,0.01,0.01,0.0,0.01,0.005,0.01,0.020408,0.005,0.005,0.005,0.01005,0.03,0.005,0.005,0.01,0.015,0.005,0.005,0.015,0.01,0.01,0.005,0.015,0.005,0.005,0.005,0.005,0.005,0.01,0.01,0.01,0.01,0.01,0.010753,0.01,0.01,0.01,0.015,0.01,0.01,0.015,0.005102,0.015,0.01,0.01,0.0,0.0125,0.015,0.01,0.015,0.008,0.015,0.01,0.015,0.01,0.006369,0.015,0.015,0.015,0.01,0.02,0.015,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.015,0.06,0.065,0.01,0.01,0.01,0.01,0.015,0.015,0.01,0.02,0.01,0.015,0.0,0.011236,0.015,0.025,0.01,0.010152,0.01,0.0,0.023256,0.01,0.075,0.0,0.015,0.015,0.01,0.015,0.007576,0.01,0.0,0.015,0.015,0.015,0.02439,0.01,0.010811,0.018405,0.007092,0.016667,0.01
tr|A0A829G4N1|A0A829G4N1_ECOLX,0.005,0.01,0.01,0.005,0.01,0.01,0.005,0.01,0.01,0.01,0.005,0.01,0.005,0.005,0.005,0.005,0.0,0.007519,0.0,0.020833,0.015,0.015,0.005,0.01,0.005,0.065,0.015,0.055,0.005,0.026316,0.01,0.075,0.06,0.055,0.055,0.06,0.06,0.07,0.055,0.065,0.08,0.055,0.07,0.02,0.01,0.0,0.005,0.01,0.06,0.005,0.005,0.01,0.005,0.015,0.005,0.01,0.01,0.01,0.0,0.005,0.01,0.020408,0.005,0.005,0.005,0.01005,0.03,0.005,0.005,0.01,0.015,0.005,0.005,0.015,0.01,0.01,0.005,0.015,0.005,0.005,0.005,0.005,0.005,0.01,0.01,0.01,0.01,0.01,0.010753,0.01,0.01,0.01,0.015,0.01,0.01,0.015,0.005102,0.015,0.01,0.01,0.0,0.0,0.015,0.01,0.015,0.008,0.015,0.01,0.015,0.01,0.006369,0.01,0.015,0.015,0.01,0.02,0.015,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.015,0.06,0.065,0.01,0.01,0.01,0.01,0.015,0.015,0.01,0.02,0.01,0.015,0.0,0.011236,0.015,0.025,0.01,0.010152,0.01,0.0,0.023256,0.01,0.075,0.0,0.015,0.015,0.01,0.015,0.007576,0.01,0.0,0.015,0.015,0.015,0.02439,0.01,0.010811,0.018405,0.007092,0.016667,0.01
tr|A0A829IX09|A0A829IX09_ECOLX,0.0,0.005,0.005,0.0,0.005,0.005,0.0,0.005,0.005,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010417,0.01,0.01,0.0,0.005,0.0,0.06,0.01,0.05,0.0,0.021053,0.005,0.07,0.055,0.05,0.05,0.055,0.055,0.065,0.05,0.06,0.075,0.05,0.065,0.015,0.005,0.0,0.0,0.005,0.055,0.0,0.0,0.005,0.0,0.01,0.0,0.005,0.005,0.005,0.005,0.0,0.005,0.015306,0.0,0.0,0.0,0.005025,0.025,0.0,0.0,0.005,0.01,0.0,0.0,0.01,0.005,0.005,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.005,0.005,0.005,0.005,0.005,0.0,0.005,0.005,0.005,0.01,0.005,0.005,0.01,0.0,0.01,0.005,0.005,0.0,0.0,0.01,0.005,0.01,0.0,0.01,0.005,0.01,0.005,0.0,0.01,0.01,0.01,0.005,0.015,0.01,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.01,0.055,0.06,0.005,0.005,0.005,0.005,0.01,0.01,0.005,0.015,0.005,0.01,0.0,0.0,0.01,0.02,0.005,0.005076,0.005,0.0,0.017442,0.005,0.07,0.0,0.01,0.01,0.005,0.01,0.0,0.005,0.0,0.01,0.01,0.01,0.012195,0.005,0.005405,0.01227,0.0,0.016667,0.005
tr|A0A829L0F2|A0A829L0F2_ECOLX,0.005,0.01,0.01,0.005,0.01,0.0,0.005,0.01,0.01,0.01,0.005,0.01,0.005,0.005,0.005,0.005,0.032258,0.0,0.0,0.0,0.005,0.015,0.005,0.01,0.005,0.055,0.015,0.045,0.005,0.026316,0.01,0.065,0.05,0.045,0.045,0.05,0.05,0.06,0.045,0.055,0.07,0.045,0.06,0.02,0.01,0.0,0.005,0.01,0.05,0.005,0.005,0.0,0.005,0.015,0.005,0.0,0.01,0.01,0.01,0.005,0.0,0.020408,0.005,0.005,0.005,0.01005,0.03,0.005,0.005,0.01,0.015,0.005,0.005,0.015,0.01,0.0,0.005,0.015,0.005,0.005,0.005,0.005,0.005,0.01,0.01,0.01,0.01,0.01,0.010753,0.01,0.01,0.01,0.005,0.01,0.01,0.005,0.005102,0.015,0.01,0.01,0.0,0.0125,0.005,0.01,0.015,0.0,0.015,0.01,0.005,0.01,0.006369,0.015,0.015,0.015,0.01,0.02,0.015,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.005,0.05,0.055,0.01,0.01,0.01,0.01,0.015,0.005,0.01,0.02,0.01,0.015,0.017241,0.011236,0.015,0.025,0.01,0.010152,0.01,0.0,0.023256,0.01,0.065,0.014925,0.015,0.005,0.01,0.005,0.0,0.01,0.015873,0.015,0.005,0.005,0.0,0.01,0.010811,0.01227,0.0,0.033333,0.01
tr|A0A854BGX6|A0A854BGX6_ECOLX,0.015306,0.020408,0.020408,0.015306,0.020408,0.020408,0.015306,0.020408,0.010204,0.020408,0.015306,0.020408,0.015306,0.015306,0.015306,0.015306,0.16129,0.015038,0.02439,0.0625,0.015306,0.02551,0.015306,0.020408,0.015306,0.076531,0.005102,0.066327,0.015306,0.031579,0.020408,0.086735,0.071429,0.066327,0.066327,0.071429,0.071429,0.081633,0.066327,0.076531,0.091837,0.066327,0.081633,0.030612,0.020408,0.0,0.015306,0.020408,0.071429,0.015306,0.015306,0.020408,0.015306,0.005102,0.015306,0.020408,0.020408,0.020408,0.020408,0.015306,0.020408,0.0,0.015306,0.015306,0.015306,0.02551,0.020408,0.015306,0.015306,0.020408,0.02551,0.015306,0.015306,0.005102,0.020408,0.020408,0.015306,0.02551,0.015306,0.015306,0.015306,0.015306,0.015306,0.020408,0.020408,0.020408,0.020408,0.015306,0.053763,0.020408,0.020408,0.020408,0.02551,0.020408,0.020408,0.02551,0.035714,0.02551,0.020408,0.020408,0.028169,0.0625,0.02551,0.020408,0.015306,0.008,0.02551,0.020408,0.02551,0.020408,0.038217,0.02551,0.02551,0.02551,0.020408,0.020408,0.015306,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.02551,0.071429,0.076531,0.020408,0.020408,0.020408,0.020408,0.02551,0.02551,0.015306,0.015306,0.020408,0.02551,0.086207,0.05618,0.02551,0.035714,0.020408,0.035714,0.020408,0.033333,0.052326,0.020408,0.086735,0.074627,0.02551,0.02551,0.020408,0.02551,0.015152,0.020408,0.079365,0.02551,0.02551,0.02551,0.012195,0.020408,0.043243,0.02454,0.014184,0.1,0.020408
tr|A0A862ZFI0|A0A862ZFI0_ECOLX,0.0,0.005,0.005,0.0,0.005,0.005,0.0,0.005,0.005,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010417,0.01,0.01,0.0,0.005,0.0,0.06,0.01,0.05,0.0,0.021053,0.005,0.07,0.055,0.05,0.05,0.055,0.055,0.065,0.05,0.06,0.075,0.05,0.065,0.015,0.005,0.0,0.0,0.005,0.055,0.0,0.0,0.005,0.0,0.01,0.0,0.005,0.005,0.005,0.005,0.0,0.005,0.015306,0.0,0.0,0.0,0.005025,0.025,0.0,0.0,0.005,0.01,0.0,0.0,0.01,0.005,0.005,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.005,0.005,0.005,0.005,0.005,0.0,0.005,0.005,0.005,0.01,0.005,0.005,0.01,0.0,0.01,0.005,0.005,0.0,0.0,0.01,0.005,0.01,0.0,0.01,0.005,0.01,0.005,0.0,0.01,0.01,0.01,0.005,0.015,0.01,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.01,0.055,0.06,0.005,0.005,0.005,0.005,0.01,0.01,0.005,0.015,0.005,0.01,0.0,0.0,0.01,0.02,0.005,0.005076,0.005,0.0,0.017442,0.005,0.07,0.0,0.01,0.01,0.005,0.01,0.0,0.005,0.0,0.01,0.01,0.01,0.012195,0.005,0.005405,0.01227,0.0,0.016667,0.005
tr|A0A891SJU0|A0A891SJU0_ECOLX,0.0,0.005,0.005,0.0,0.005,0.005,0.0,0.005,0.005,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010417,0.01,0.01,0.0,0.005,0.0,0.06,0.01,0.05,0.0,0.021053,0.005,0.07,0.055,0.05,0.05,0.055,0.055,0.065,0.05,0.06,0.075,0.05,0.065,0.015,0.005,0.0,0.0,0.005,0.055,0.0,0.0,0.005,0.0,0.01,0.0,0.005,0.005,0.005,0.005,0.0,0.005,0.015306,0.0,0.0,0.0,0.005025,0.025,0.0,0.0,0.005,0.01,0.0,0.0,0.01,0.005,0.005,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.005,0.005,0.005,0.005,0.005,0.0,0.005,0.005,0.005,0.01,0.005,0.005,0.01,0.0,0.01,0.005,0.005,0.0,0.0,0.01,0.005,0.01,0.0,0.01,0.005,0.01,0.005,0.0,0.01,0.01,0.01,0.005,0.015,0.01,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.01,0.055,0.06,0.005,0.005,0.005,0.005,0.01,0.01,0.005,0.015,0.005,0.01,0.0,0.0,0.01,0.02,0.005,0.005076,0.005,0.0,0.017442,0.005,0.07,0.0,0.01,0.01,0.005,0.01,0.0,0.005,0.0,0.01,0.01,0.01,0.012195,0.005,0.005405,0.01227,0.0,0.016667,0.005
tr|A0A8F9IIN0|A0A8F9IIN0_ECOLX,0.0,0.005,0.005,0.0,0.005,0.005,0.0,0.005,0.005,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010417,0.01,0.01,0.0,0.005,0.0,0.06,0.01,0.05,0.0,0.021053,0.005,0.07,0.055,0.05,0.05,0.055,0.055,0.065,0.05,0.06,0.075,0.05,0.065,0.015,0.005,0.0,0.0,0.005,0.055,0.0,0.0,0.005,0.0,0.01,0.0,0.005,0.005,0.005,0.005,0.0,0.005,0.015306,0.0,0.0,0.0,0.005025,0.025,0.0,0.0,0.005,0.01,0.0,0.0,0.01,0.005,0.005,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.005,0.005,0.005,0.005,0.005,0.0,0.005,0.005,0.005,0.01,0.005,0.005,0.01,0.0,0.01,0.005,0.005,0.0,0.0,0.01,0.005,0.01,0.0,0.01,0.005,0.01,0.005,0.0,0.01,0.01,0.01,0.005,0.015,0.01,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.01,0.055,0.06,0.005,0.005,0.005,0.005,0.01,0.01,0.005,0.015,0.005,0.01,0.0,0.0,0.01,0.02,0.005,0.005076,0.005,0.0,0.017442,0.005,0.07,0.0,0.01,0.01,0.005,0.01,0.0,0.005,0.0,0.01,0.01,0.01,0.012195,0.005,0.005405,0.01227,0.0,0.016667,0.005
tr|A0A8H9AVQ2|A0A8H9AVQ2_ECOLX,0.005025,0.01005,0.01005,0.005025,0.01005,0.01005,0.005025,0.01005,0.01005,0.01005,0.005025,0.01005,0.005025,0.005025,0.005025,0.005025,0.032258,0.007519,0.012195,0.020833,0.015075,0.015075,0.005025,0.01005,0.005025,0.065327,0.015075,0.055276,0.005025,0.031579,0.01005,0.075377,0.060302,0.055276,0.055276,0.060302,0.060302,0.070352,0.055276,0.065327,0.080402,0.055276,0.070352,0.020101,0.01005,0.033333,0.005025,0.0,0.060302,0.005025,0.005025,0.01005,0.005025,0.015075,0.005025,0.01005,0.01005,0.01005,0.01005,0.005025,0.01005,0.02551,0.005025,0.005025,0.005025,0.0,0.030151,0.005025,0.005025,0.01005,0.015075,0.005025,0.005025,0.015075,0.01005,0.01005,0.005025,0.015075,0.005025,0.005025,0.005025,0.005025,0.005025,0.01005,0.01005,0.01005,0.01005,0.01005,0.010753,0.01005,0.01005,0.01005,0.015075,0.01005,0.01005,0.015075,0.005102,0.015075,0.01005,0.01005,0.014085,0.0125,0.01005,0.01005,0.015075,0.0,0.015075,0.01005,0.015075,0.01005,0.006369,0.015075,0.015075,0.015075,0.01005,0.020101,0.015075,0.01005,0.01005,0.01005,0.01005,0.01005,0.01005,0.01005,0.015075,0.060302,0.065327,0.01005,0.01005,0.01005,0.01005,0.015075,0.015075,0.01005,0.020101,0.01005,0.015075,0.017241,0.011236,0.015075,0.025126,0.01005,0.0,0.01005,0.016667,0.02907,0.01005,0.075377,0.014925,0.015075,0.015075,0.01005,0.015075,0.007576,0.01005,0.015873,0.015075,0.015075,0.015075,0.02439,0.01005,0.010811,0.018405,0.007092,0.0,0.01005
tr|A0A8H9B1I0|A0A8H9B1I0_ECOLX,0.025,0.03,0.03,0.025,0.03,0.03,0.025,0.03,0.02,0.03,0.025,0.03,0.025,0.025,0.025,0.025,0.0,0.037594,0.060976,0.010417,0.025,0.035,0.025,0.03,0.025,0.085,0.015,0.075,0.025,0.047368,0.03,0.095,0.08,0.075,0.075,0.08,0.08,0.09,0.075,0.085,0.1,0.075,0.09,0.04,0.03,0.0,0.025,0.03,0.08,0.025,0.025,0.03,0.025,0.015,0.025,0.03,0.03,0.03,0.03,0.025,0.03,0.020408,0.025,0.025,0.025,0.030151,0.0,0.025,0.025,0.03,0.035,0.025,0.025,0.015,0.03,0.03,0.025,0.035,0.025,0.025,0.025,0.025,0.025,0.03,0.03,0.03,0.03,0.025,0.0,0.03,0.03,0.03,0.035,0.03,0.03,0.035,0.02551,0.035,0.03,0.03,0.070423,0.0,0.035,0.03,0.025,0.032,0.035,0.03,0.035,0.03,0.025478,0.035,0.035,0.035,0.03,0.03,0.025,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.035,0.08,0.085,0.03,0.03,0.03,0.03,0.035,0.035,0.03,0.044776,0.03,0.035,0.0,0.0,0.035,0.045,0.03,0.030457,0.03,0.066667,0.040698,0.03,0.095,0.0,0.035,0.035,0.03,0.035,0.037879,0.03,0.0,0.035,0.035,0.035,0.012195,0.03,0.032432,0.042945,0.035461,0.016667,0.03
