,tr|A0A013SC14|A0A013SC14_9GAMM,tr|A0A014C0I1|A0A014C0I1_9GAMM,tr|A0A014CTT5|A0A014CTT5_9GAMM,tr|A0A014CYJ5|A0A014CYJ5_9GAMM,tr|A0A014DBK2|A0A014DBK2_9GAMM,tr|A0A014DF73|A0A014DF73_9GAMM,tr|A0A014DTW4|A0A014DTW4_9GAMM,tr|A0A014ERD2|A0A014ERD2_9GAMM,tr|A0A014EY43|A0A014EY43_9GAMM,tr|A0A062MUQ9|A0A062MUQ9_9GAMM,tr|A0A062SKN2|A0A062SKN2_ACIBA,tr|A0A0B9XD40|A0A0B9XD40_ACIBA,tr|A0A0D7RKI7|A0A0D7RKI7_ACIBA,tr|A0A0E2G842|A0A0E2G842_ACINO,tr|A0A0J1AAD8|A0A0J1AAD8_ACIBA,tr|A0A1A0GJR9|A0A1A0GJR9_ACICA,tr|A0A1E2YIW5|A0A1E2YIW5_ACIPI,tr|A0A222A490|A0A222A490_ACIBA,tr|A0A2I8CNP8|A0A2I8CNP8_ACIBA,tr|A0A380UP52|A0A380UP52_ACIBA,tr|A0A3R9CTV7|A0A3R9CTV7_9GAMM,tr|A0A429KBM0|A0A429KBM0_ACIPI,tr|A0A4S2I392|A0A4S2I392_ACIBA,tr|A0A5Q0RTC1|A0A5Q0RTC1_ACINO,tr|A0A654KWT3|A0A654KWT3_ACIBM,tr|A0A6H3EIC4|A0A6H3EIC4_ACIBA,tr|A0A6H3SZL5|A0A6H3SZL5_ACIBA,tr|A0A6I4HNW0|A0A6I4HNW0_ACIBA,tr|A0A7L5SDU3|A0A7L5SDU3_ACIBA,tr|A0A7U3Y540|A0A7U3Y540_ACIB5,tr|A0A7U4BL76|A0A7U4BL76_ACIBA,tr|A0A7U4DDP9|A0A7U4DDP9_ACIBC,tr|A0A809JEU6|A0A809JEU6_ACIBA,tr|A0A836YKJ7|A0A836YKJ7_ACIBA,tr|A0A858S8D6|A0A858S8D6_ACIBA,tr|A0A8I1H555|A0A8I1H555_ACIPI,tr|R8YIW4|R8YIW4_ACIPI,tr|R8YZV0|R8YZV0_9GAMM,UPI0001B8E889,UPI00021B74FF,UPI0002833C81,UPI0002CDB8F9,UPI0002CEB95E,UPI0002D06098,UPI0003DF332C,UPI00041B1D67,UPI000448D735,UPI00044B3C22,UPI0004528C5E,UPI000465DD76,UPI0004A1512E,UPI00053BE3ED,UPI00057F5BD2,UPI000598E9A5,UPI0005EBC436,UPI000676019C,UPI0006A10499,UPI00070D9D1A,UPI0007C2C2E7,UPI0008107558,UPI000826DFED,UPI0009418B6D,UPI000947C4E1,UPI00095358E5,UPI000993BFAD,UPI0009B684A9,UPI0009D431EA,UPI0009D5EFF7,UPI000A333B80,UPI000A3C595B,UPI000A56000F,UPI000ABBCD72,UPI000B191CBD,UPI000B379ED3,UPI000B3FB7CD,UPI000B3FF0EF,UPI000B707648,UPI000B7BDBD5,UPI000B941B4D,UPI000BA793E0,UPI000BF6C523,UPI000BF99BCB,UPI000C04E9E8,UPI000D0126B3,UPI000D0164A9,UPI000D019E67,UPI000D01D32D,UPI000D0210B6,UPI000D021B2B,UPI000D644E28,UPI000DE6C838,UPI000DE7578B,UPI000DE7676B,UPI000DF499FC,UPI000E09C972,UPI000E09D640,UPI000F73DB0A,UPI000FBD780B,UPI0010A41630,UPI0010FD69BC,UPI0011206592,UPI00112344B9,UPI0011270E02,UPI00116BC0EF,UPI00116C204E,UPI0011922E70,UPI0012315F46,UPI001250885B,UPI00128002D8,UPI001283D1DC,UPI001284C7E1,UPI0013BD02D0,UPI00140FE8A4,UPI00143B8028,UPI00143CE0FE,UPI001487FA23,UPI00159C67B3,UPI00178CD137,UPI001897A862,UPI001898ED10,UPI0018994DFF,UPI0018999BB6,UPI00189BB2CB,UPI0018A9C75D,UPI00190048A7,UPI00190F5A66,UPI00191285C9,UPI00192ADBAF,UPI00197D70CD,UPI001A9BF9B4,UPI001B98E43D,UPI001BDBC038,UPI001C0434EA,UPI001C04481A,UPI001C0D5BEF,UPI001C1ED1F8,UPI001C62DD7D,UPI001CDB6A6E,UPI001CDD7851,UPI001D098812,UPI001D1746F9,UPI001D18106E,UPI001D186782,UPI001D188B34,UPI001D18B4D7,UPI001D18BD7B,UPI001D18F217,UPI001D190248,UPI001D191494,UPI001D194C4C,UPI001D196AC2,UPI001EE84E53,UPI001F07071F,UPI001F4EC3DD,UPI001F552102,UPI001FB207CD,UPI001FB29965,UPI001FB2C529,UPI001FB33651,UPI001FB45941,UPI001FB56787,UPI001FF6A730,UPI002017ABB1,UPI002024E08D
tr|A0A062SKN2|A0A062SKN2_ACIBA,0.029297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007812,0.0,0.011719,0.035156,0.0,0.001953,0.015625,0.005859,0.0,0.027344,0.023438,0.009766,0.007812,0.013672,0.011719,0.001953,0.001953,0.001953,0.007812,0.017578,0.011719,0.0,0.001953,0.007812,0.013672,0.046875,0.001953,0.001953,0.017578,0.009766,0.015625,0.023438,0.011719,0.009766,0.054688,0.048828,0.035156,0.019048,0.0,0.001953,0.0,0.005859,0.001953,0.010101,0.0,0.0,0.008065,0.021484,0.029354,0.041016,0.001953,0.013672,0.005894,0.025391,0.021739,0.0,0.001953,0.025391,0.008677,0.0,0.0,0.052734,0.009766,0.003906,0.016949,0.023438,0.019531,0.017578,0.009766,0.021484,0.001953,0.009766,0.011719,0.009766,0.009766,0.009766,0.009766,0.011719,0.017578,0.048828,0.001953,0.011719,0.009766,0.009766,0.008016,0.0,0.007812,0.001953,0.019231,0.009547,0.003906,0.005263,0.021053,0.0,0.072266,0.070312,0.0,0.0,0.015873,0.025391,0.019646,0.011719,0.009766,0.0,0.008584,0.074219,0.002551,0.0,0.002801,0.0,0.007859,0.042969,0.013672,0.0,0.001953,0.009766,0.035156,0.015625,0.015625,0.008163,0.0,0.0,0.046875,0.009766,0.0,0.001953,0.007874,0.029297,0.062035,0.0,0.028953,0.0,0.0,0.0,0.018349,0.0,0.0,0.0,0.0,0.042969,0.001953,0.001953,0.0,0.013841,0.012245,0.006993,0.006711,0.027682,0.031128,0.001953,0.021484,0.009766
tr|A0A0B9XD40|A0A0B9XD40_ACIBA,0.029297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007812,0.0,0.011719,0.035156,0.0,0.001953,0.015625,0.005859,0.0,0.027344,0.023438,0.009766,0.007812,0.013672,0.011719,0.001953,0.001953,0.001953,0.007812,0.017578,0.011719,0.0,0.001953,0.007812,0.013672,0.046875,0.001953,0.001953,0.017578,0.009766,0.015625,0.023438,0.011719,0.009766,0.054688,0.048828,0.035156,0.019048,0.0,0.001953,0.0,0.005859,0.001953,0.010101,0.0,0.0,0.008065,0.021484,0.029354,0.041016,0.001953,0.013672,0.005894,0.025391,0.021739,0.0,0.001953,0.025391,0.008677,0.0,0.0,0.052734,0.009766,0.003906,0.016949,0.023438,0.019531,0.017578,0.009766,0.021484,0.001953,0.009766,0.011719,0.009766,0.009766,0.009766,0.009766,0.011719,0.017578,0.048828,0.001953,0.011719,0.009766,0.009766,0.008016,0.0,0.007812,0.001953,0.019231,0.009547,0.003906,0.005263,0.021053,0.0,0.072266,0.070312,0.0,0.0,0.015873,0.025391,0.019646,0.011719,0.009766,0.0,0.008584,0.074219,0.002551,0.0,0.002801,0.0,0.007859,0.042969,0.013672,0.0,0.001953,0.009766,0.035156,0.015625,0.015625,0.008163,0.0,0.0,0.046875,0.009766,0.0,0.001953,0.007874,0.029297,0.062035,0.0,0.028953,0.0,0.0,0.0,0.018349,0.0,0.0,0.0,0.0,0.042969,0.001953,0.001953,0.0,0.013841,0.012245,0.006993,0.006711,0.027682,0.031128,0.001953,0.021484,0.009766
tr|A0A0D7RKI7|A0A0D7RKI7_ACIBA,0.033203,0.007812,0.007812,0.007812,0.007812,0.007812,0.007812,0.007812,0.007812,0.007812,0.007812,0.007812,0.0,0.007812,0.019531,0.042969,0.007812,0.009766,0.021484,0.013672,0.007812,0.035156,0.027344,0.001953,0.0,0.005859,0.019531,0.009766,0.009766,0.009766,0.0,0.025391,0.019531,0.007812,0.007812,0.0,0.021484,0.050781,0.009766,0.009766,0.025391,0.001953,0.023438,0.027344,0.003906,0.001953,0.058594,0.052734,0.035156,0.0,0.01173,0.009766,0.0,0.005859,0.009766,0.016162,0.022472,0.0,0.0,0.025391,0.033268,0.048828,0.009766,0.005859,0.013752,0.029297,0.0,0.021739,0.009766,0.033203,0.015184,0.012158,0.0,0.056641,0.001953,0.011719,0.0,0.023438,0.027344,0.009766,0.017578,0.025391,0.009766,0.001953,0.003906,0.001953,0.001953,0.001953,0.001953,0.019531,0.009766,0.056641,0.009766,0.003906,0.017578,0.001953,0.0,0.016949,0.015625,0.009766,0.024038,0.0,0.011719,0.026316,0.0,0.0,0.080078,0.078125,0.0,0.015936,0.0,0.029297,0.027505,0.003906,0.001953,0.022099,0.0,0.082031,0.002551,0.012821,0.011204,0.024691,0.015717,0.035156,0.021484,0.0,0.009766,0.001953,0.041016,0.023438,0.023438,0.002041,0.008097,0.013043,0.054688,0.001953,0.0,0.009766,0.0,0.033203,0.062035,0.0,0.022272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050781,0.009766,0.005859,0.011905,0.0,0.0,0.0,0.0,0.034602,0.035019,0.009766,0.013672,0.001953
tr|A0A0E2G842|A0A0E2G842_ACINO,0.029297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007812,0.0,0.011719,0.035156,0.0,0.001953,0.015625,0.005859,0.0,0.027344,0.023438,0.009766,0.007812,0.013672,0.011719,0.001953,0.001953,0.001953,0.007812,0.017578,0.011719,0.0,0.001953,0.007812,0.013672,0.046875,0.001953,0.001953,0.017578,0.009766,0.015625,0.023438,0.011719,0.009766,0.054688,0.048828,0.035156,0.019048,0.0,0.001953,0.0,0.005859,0.001953,0.010101,0.0,0.0,0.008065,0.021484,0.029354,0.041016,0.001953,0.013672,0.005894,0.025391,0.021739,0.0,0.001953,0.025391,0.008677,0.0,0.0,0.052734,0.009766,0.003906,0.016949,0.023438,0.019531,0.017578,0.009766,0.021484,0.001953,0.009766,0.011719,0.009766,0.009766,0.009766,0.009766,0.011719,0.017578,0.048828,0.001953,0.011719,0.009766,0.009766,0.008016,0.0,0.007812,0.001953,0.019231,0.009547,0.003906,0.005263,0.021053,0.0,0.072266,0.070312,0.0,0.0,0.015873,0.025391,0.019646,0.011719,0.009766,0.0,0.008584,0.074219,0.002551,0.0,0.002801,0.0,0.007859,0.042969,0.013672,0.0,0.001953,0.009766,0.035156,0.015625,0.015625,0.008163,0.0,0.0,0.046875,0.009766,0.0,0.001953,0.007874,0.029297,0.062035,0.0,0.028953,0.0,0.0,0.0,0.018349,0.0,0.0,0.0,0.0,0.042969,0.001953,0.001953,0.0,0.013841,0.012245,0.006993,0.006711,0.027682,0.031128,0.001953,0.021484,0.009766
tr|A0A0J1AAD8|A0A0J1AAD8_ACIBA,0.017578,0.011719,0.011719,0.011719,0.011719,0.011719,0.011719,0.011719,0.011719,0.011719,0.011719,0.011719,0.019531,0.011719,0.0,0.023438,0.011719,0.013672,0.027344,0.017578,0.011719,0.017578,0.011719,0.021484,0.019531,0.025391,0.003906,0.013672,0.013672,0.013672,0.019531,0.007812,0.019531,0.011719,0.013672,0.019531,0.001953,0.035156,0.013672,0.013672,0.007812,0.021484,0.005859,0.011719,0.023438,0.021484,0.042969,0.037109,0.046875,0.019048,0.002933,0.013672,0.016997,0.017578,0.013672,0.022222,0.0,0.016949,0.018145,0.009766,0.017613,0.029297,0.013672,0.025391,0.017682,0.013672,0.021739,0.0,0.009766,0.013672,0.021692,0.00304,0.017045,0.041016,0.021484,0.015625,0.016949,0.015625,0.009766,0.009766,0.017578,0.009766,0.013672,0.021484,0.023438,0.021484,0.021484,0.021484,0.021484,0.001953,0.029297,0.037109,0.013672,0.023438,0.001953,0.021484,0.02004,0.0,0.019531,0.013672,0.016827,0.011933,0.015625,0.005263,0.021053,0.0,0.0625,0.060547,0.010417,0.0,0.015873,0.013672,0.009823,0.023438,0.021484,0.0,0.01073,0.064453,0.017857,0.0,0.005602,0.0,0.019646,0.052734,0.003906,0.0,0.013672,0.021484,0.023438,0.005859,0.003906,0.020408,0.008097,0.004348,0.035156,0.021484,0.0,0.013672,0.019685,0.017578,0.047146,0.005797,0.042316,0.00578,0.01194,0.002994,0.018349,0.011834,0.00295,0.011765,0.011869,0.03125,0.013672,0.013672,0.0,0.017301,0.016327,0.020979,0.020134,0.024221,0.027237,0.013672,0.009766,0.021484
tr|A0A1A0GJR9|A0A1A0GJR9_ACICA,0.029297,0.035156,0.035156,0.035156,0.035156,0.035156,0.035156,0.035156,0.035156,0.035156,0.035156,0.035156,0.042969,0.035156,0.023438,0.0,0.035156,0.033203,0.046875,0.041016,0.035156,0.03125,0.03125,0.044922,0.042969,0.048828,0.025391,0.037109,0.037109,0.037109,0.042969,0.029297,0.039062,0.035156,0.037109,0.042969,0.021484,0.039062,0.037109,0.037109,0.025391,0.044922,0.027344,0.035156,0.046875,0.044922,0.046875,0.042969,0.068359,0.042857,0.029326,0.037109,0.045326,0.041016,0.037109,0.046465,0.011236,0.045198,0.042339,0.029297,0.037182,0.037109,0.037109,0.048828,0.041257,0.033203,0.032609,0.01087,0.033203,0.027344,0.043384,0.030395,0.045455,0.046875,0.044922,0.039062,0.042373,0.039062,0.029297,0.033203,0.037109,0.023438,0.037109,0.044922,0.046875,0.044922,0.044922,0.044922,0.044922,0.025391,0.052734,0.042969,0.037109,0.046875,0.025391,0.044922,0.044088,0.025424,0.042969,0.037109,0.038462,0.038186,0.039062,0.021053,0.036842,0.053191,0.066406,0.064453,0.0625,0.027888,0.043651,0.033203,0.033399,0.046875,0.044922,0.01105,0.034335,0.068359,0.043367,0.029915,0.033613,0.012346,0.043222,0.072266,0.025391,0.018692,0.037109,0.044922,0.019531,0.027344,0.023438,0.044898,0.032389,0.030435,0.041016,0.044922,0.023622,0.037109,0.043307,0.013672,0.054591,0.034783,0.064588,0.034682,0.041791,0.032934,0.041284,0.04142,0.032448,0.041176,0.041543,0.039062,0.037109,0.037109,0.02381,0.044983,0.044898,0.044289,0.042506,0.044983,0.050584,0.037109,0.033203,0.044922
tr|A0A1E2YIW5|A0A1E2YIW5_ACIPI,0.029297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007812,0.0,0.011719,0.035156,0.0,0.001953,0.015625,0.005859,0.0,0.027344,0.023438,0.009766,0.007812,0.013672,0.011719,0.001953,0.001953,0.001953,0.007812,0.017578,0.011719,0.0,0.001953,0.007812,0.013672,0.046875,0.001953,0.001953,0.017578,0.009766,0.015625,0.023438,0.011719,0.009766,0.054688,0.048828,0.035156,0.019048,0.0,0.001953,0.0,0.005859,0.001953,0.010101,0.0,0.0,0.008065,0.021484,0.029354,0.041016,0.001953,0.013672,0.005894,0.025391,0.021739,0.0,0.001953,0.025391,0.008677,0.0,0.0,0.052734,0.009766,0.003906,0.016949,0.023438,0.019531,0.017578,0.009766,0.021484,0.001953,0.009766,0.011719,0.009766,0.009766,0.009766,0.009766,0.011719,0.017578,0.048828,0.001953,0.011719,0.009766,0.009766,0.008016,0.0,0.007812,0.001953,0.019231,0.009547,0.003906,0.005263,0.021053,0.0,0.072266,0.070312,0.0,0.0,0.015873,0.025391,0.019646,0.011719,0.009766,0.0,0.008584,0.074219,0.002551,0.0,0.002801,0.0,0.007859,0.042969,0.013672,0.0,0.001953,0.009766,0.035156,0.015625,0.015625,0.008163,0.0,0.0,0.046875,0.009766,0.0,0.001953,0.007874,0.029297,0.062035,0.0,0.028953,0.0,0.0,0.0,0.018349,0.0,0.0,0.0,0.0,0.042969,0.001953,0.001953,0.0,0.013841,0.012245,0.006993,0.006711,0.027682,0.031128,0.001953,0.021484,0.009766
tr|A0A222A490|A0A222A490_ACIBA,0.029297,0.001953,0.001953,0.001953,0.001953,0.001953,0.001953,0.001953,0.001953,0.001953,0.001953,0.001953,0.009766,0.001953,0.013672,0.033203,0.001953,0.0,0.017578,0.007812,0.001953,0.029297,0.025391,0.011719,0.009766,0.015625,0.011719,0.003906,0.003906,0.003906,0.009766,0.019531,0.013672,0.001953,0.003906,0.009766,0.015625,0.048828,0.003906,0.003906,0.019531,0.011719,0.017578,0.025391,0.013672,0.011719,0.054688,0.048828,0.037109,0.019048,0.0,0.003906,0.002833,0.007812,0.003906,0.012121,0.0,0.002825,0.010081,0.023438,0.031311,0.042969,0.003906,0.015625,0.007859,0.027344,0.021739,0.0,0.003906,0.025391,0.010846,0.0,0.002841,0.052734,0.011719,0.005859,0.016949,0.025391,0.021484,0.019531,0.011719,0.021484,0.003906,0.011719,0.013672,0.011719,0.011719,0.011719,0.011719,0.013672,0.019531,0.048828,0.003906,0.013672,0.011719,0.011719,0.01002,0.0,0.009766,0.003906,0.019231,0.009547,0.005859,0.005263,0.021053,0.0,0.072266,0.070312,0.0,0.0,0.015873,0.027344,0.021611,0.013672,0.011719,0.0,0.008584,0.074219,0.005102,0.0,0.002801,0.0,0.009823,0.044922,0.015625,0.0,0.003906,0.011719,0.033203,0.017578,0.017578,0.010204,0.002024,0.0,0.046875,0.011719,0.0,0.003906,0.009843,0.027344,0.062035,0.002899,0.03118,0.00289,0.002985,0.002994,0.018349,0.002959,0.00295,0.002941,0.002967,0.044922,0.003906,0.003906,0.0,0.013841,0.012245,0.009324,0.008949,0.027682,0.031128,0.003906,0.023438,0.011719
tr|A0A2I8CNP8|A0A2I8CNP8_ACIBA,0.041016,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.021484,0.015625,0.027344,0.046875,0.015625,0.017578,0.0,0.013133,0.015625,0.039062,0.035156,0.023438,0.021484,0.03301,0.027344,0.017578,0.017578,0.017578,0.021484,0.033203,0.023438,0.015625,0.017578,0.021484,0.025391,0.058594,0.017578,0.017578,0.033203,0.023438,0.03125,0.039062,0.025391,0.023438,0.066406,0.060547,0.044922,0.052381,0.02346,0.017578,0.008499,0.021484,0.017578,0.026263,0.022472,0.008475,0.022177,0.033203,0.041096,0.052734,0.017578,0.02924,0.021611,0.037109,0.043478,0.027174,0.017578,0.037109,0.023861,0.024316,0.008523,0.064453,0.023438,0.019531,0.04661,0.02439,0.03125,0.03125,0.021484,0.033203,0.017578,0.023438,0.025391,0.023438,0.023438,0.023438,0.023438,0.027344,0.036893,0.060547,0.017578,0.025391,0.025391,0.023438,0.022044,0.033898,0.015009,0.017578,0.033654,0.026253,0.019531,0.042105,0.052632,0.06383,0.083984,0.082031,0.010417,0.031873,0.043651,0.037109,0.035363,0.025391,0.023438,0.022099,0.023605,0.085938,0.017857,0.034188,0.02521,0.018519,0.023576,0.046904,0.029297,0.0,0.017578,0.023438,0.046875,0.03125,0.027344,0.022449,0.016194,0.030435,0.058594,0.023438,0.0,0.017578,0.021654,0.041016,0.07196,0.017391,0.042316,0.017341,0.01194,0.017964,0.050459,0.017751,0.017699,0.017647,0.017804,0.054688,0.017578,0.017578,0.02381,0.038062,0.036735,0.020979,0.020134,0.048443,0.050584,0.017578,0.035156,0.023438
tr|A0A380UP52|A0A380UP52_ACIBA,0.035156,0.005859,0.005859,0.005859,0.005859,0.005859,0.005859,0.005859,0.005859,0.005859,0.005859,0.005859,0.013672,0.005859,0.017578,0.041016,0.005859,0.007812,0.013133,0.0,0.005859,0.033203,0.029297,0.015625,0.013672,0.025243,0.017578,0.007812,0.007812,0.007812,0.013672,0.023438,0.017578,0.005859,0.007812,0.013672,0.019531,0.052734,0.007812,0.007812,0.023438,0.015625,0.021484,0.029297,0.017578,0.015625,0.060547,0.054688,0.041016,0.033333,0.008798,0.007812,0.0,0.011719,0.007812,0.016162,0.0,0.0,0.014113,0.027344,0.035225,0.046875,0.007812,0.021442,0.011788,0.03125,0.027174,0.005435,0.007812,0.03125,0.015184,0.009119,0.0,0.058594,0.015625,0.009766,0.029661,0.018762,0.025391,0.023438,0.015625,0.027344,0.007812,0.015625,0.017578,0.015625,0.015625,0.015625,0.015625,0.017578,0.029126,0.054688,0.007812,0.017578,0.015625,0.015625,0.014028,0.012712,0.001876,0.007812,0.026442,0.016706,0.009766,0.021053,0.036842,0.031915,0.078125,0.076172,0.0,0.011952,0.027778,0.03125,0.02554,0.017578,0.015625,0.0,0.015021,0.080078,0.010204,0.012821,0.011204,0.0,0.013752,0.035647,0.019531,0.0,0.007812,0.015625,0.041016,0.021484,0.021484,0.014286,0.006073,0.013043,0.052734,0.015625,0.0,0.007812,0.01378,0.035156,0.069479,0.008696,0.035635,0.008671,0.002985,0.008982,0.03211,0.008876,0.00885,0.008824,0.008902,0.048828,0.007812,0.007812,0.0,0.024221,0.02449,0.013986,0.013423,0.038062,0.042802,0.007812,0.027344,0.015625
tr|A0A3R9CTV7|A0A3R9CTV7_9GAMM,0.029297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007812,0.0,0.011719,0.035156,0.0,0.001953,0.015625,0.005859,0.0,0.027344,0.023438,0.009766,0.007812,0.013672,0.011719,0.001953,0.001953,0.001953,0.007812,0.017578,0.011719,0.0,0.001953,0.007812,0.013672,0.046875,0.001953,0.001953,0.017578,0.009766,0.015625,0.023438,0.011719,0.009766,0.054688,0.048828,0.035156,0.019048,0.0,0.001953,0.0,0.005859,0.001953,0.010101,0.0,0.0,0.008065,0.021484,0.029354,0.041016,0.001953,0.013672,0.005894,0.025391,0.021739,0.0,0.001953,0.025391,0.008677,0.0,0.0,0.052734,0.009766,0.003906,0.016949,0.023438,0.019531,0.017578,0.009766,0.021484,0.001953,0.009766,0.011719,0.009766,0.009766,0.009766,0.009766,0.011719,0.017578,0.048828,0.001953,0.011719,0.009766,0.009766,0.008016,0.0,0.007812,0.001953,0.019231,0.009547,0.003906,0.005263,0.021053,0.0,0.072266,0.070312,0.0,0.0,0.015873,0.025391,0.019646,0.011719,0.009766,0.0,0.008584,0.074219,0.002551,0.0,0.002801,0.0,0.007859,0.042969,0.013672,0.0,0.001953,0.009766,0.035156,0.015625,0.015625,0.008163,0.0,0.0,0.046875,0.009766,0.0,0.001953,0.007874,0.029297,0.062035,0.0,0.028953,0.0,0.0,0.0,0.018349,0.0,0.0,0.0,0.0,0.042969,0.001953,0.001953,0.0,0.013841,0.012245,0.006993,0.006711,0.027682,0.031128,0.001953,0.021484,0.009766
tr|A0A429KBM0|A0A429KBM0_ACIPI,0.027344,0.027344,0.027344,0.027344,0.027344,0.027344,0.027344,0.027344,0.027344,0.027344,0.027344,0.027344,0.035156,0.027344,0.017578,0.03125,0.027344,0.029297,0.039062,0.033203,0.027344,0.0,0.021484,0.037109,0.035156,0.041016,0.019531,0.029297,0.029297,0.029297,0.035156,0.021484,0.029297,0.027344,0.029297,0.035156,0.015625,0.037109,0.029297,0.029297,0.021484,0.037109,0.019531,0.025391,0.039062,0.037109,0.046875,0.041016,0.0625,0.047619,0.026393,0.029297,0.025496,0.033203,0.029297,0.038384,0.02809,0.025424,0.034274,0.019531,0.027397,0.033203,0.029297,0.041016,0.033399,0.023438,0.048913,0.027174,0.027344,0.023438,0.030369,0.027356,0.025568,0.044922,0.037109,0.03125,0.042373,0.03125,0.019531,0.025391,0.027344,0.019531,0.029297,0.037109,0.039062,0.037109,0.037109,0.037109,0.037109,0.015625,0.044922,0.041016,0.029297,0.039062,0.017578,0.037109,0.036072,0.025424,0.035156,0.029297,0.028846,0.031026,0.03125,0.031579,0.047368,0.031915,0.0625,0.060547,0.041667,0.031873,0.047619,0.023438,0.023576,0.039062,0.037109,0.027624,0.027897,0.064453,0.02551,0.034188,0.028011,0.030864,0.035363,0.0625,0.015625,0.0,0.029297,0.037109,0.027344,0.017578,0.017578,0.036735,0.024291,0.021739,0.039062,0.037109,0.0,0.029297,0.035433,0.021484,0.044665,0.014493,0.048998,0.014451,0.020896,0.011976,0.045872,0.02071,0.011799,0.020588,0.020772,0.035156,0.029297,0.029297,0.059524,0.044983,0.032653,0.027972,0.029083,0.041522,0.042802,0.029297,0.023438,0.037109
tr|A0A4S2I392|A0A4S2I392_ACIBA,0.013672,0.023438,0.023438,0.023438,0.023438,0.023438,0.023438,0.023438,0.023438,0.023438,0.023438,0.023438,0.027344,0.023438,0.011719,0.03125,0.023438,0.025391,0.035156,0.029297,0.023438,0.021484,0.0,0.029297,0.027344,0.033203,0.015625,0.025391,0.025391,0.025391,0.027344,0.019531,0.019531,0.023438,0.023438,0.027344,0.009766,0.03125,0.025391,0.025391,0.019531,0.029297,0.017578,0.007812,0.03125,0.029297,0.042969,0.037109,0.054688,0.028571,0.020528,0.025391,0.028329,0.025391,0.025391,0.034343,0.016854,0.028249,0.02621,0.005859,0.005871,0.033203,0.025391,0.033203,0.02947,0.001953,0.027174,0.016304,0.021484,0.013672,0.034707,0.021277,0.028409,0.041016,0.029297,0.027344,0.029661,0.023438,0.009766,0.017578,0.017578,0.009766,0.025391,0.029297,0.03125,0.029297,0.029297,0.029297,0.029297,0.013672,0.037109,0.041016,0.025391,0.03125,0.013672,0.029297,0.028056,0.021186,0.03125,0.025391,0.002404,0.02148,0.027344,0.021053,0.026316,0.042553,0.066406,0.064453,0.041667,0.023904,0.031746,0.001953,0.021611,0.03125,0.029297,0.016575,0.019313,0.068359,0.028061,0.025641,0.022409,0.012346,0.031434,0.056641,0.015625,0.0,0.025391,0.029297,0.025391,0.017578,0.011719,0.028571,0.020243,0.030435,0.039062,0.029297,0.0,0.025391,0.027559,0.017578,0.047146,0.017391,0.051225,0.017341,0.023881,0.01497,0.027523,0.023669,0.014749,0.023529,0.023739,0.035156,0.025391,0.025391,0.011905,0.031142,0.032653,0.027972,0.029083,0.00346,0.003891,0.025391,0.013672,0.029297
tr|A0A5Q0RTC1|A0A5Q0RTC1_ACINO,0.035156,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.001953,0.009766,0.021484,0.044922,0.009766,0.011719,0.023438,0.015625,0.009766,0.037109,0.029297,0.0,0.001953,0.007812,0.021484,0.011719,0.011719,0.011719,0.001953,0.027344,0.021484,0.009766,0.009766,0.001953,0.023438,0.052734,0.011719,0.011719,0.027344,0.003906,0.025391,0.029297,0.005859,0.003906,0.060547,0.054688,0.037109,0.0,0.01173,0.011719,0.002833,0.007812,0.011719,0.018182,0.022472,0.002825,0.002016,0.027344,0.035225,0.050781,0.011719,0.007812,0.015717,0.03125,0.0,0.021739,0.011719,0.035156,0.017354,0.012158,0.002841,0.058594,0.003906,0.013672,0.0,0.025391,0.029297,0.011719,0.019531,0.027344,0.011719,0.003906,0.005859,0.003906,0.003906,0.003906,0.003906,0.021484,0.011719,0.058594,0.011719,0.005859,0.019531,0.003906,0.002004,0.016949,0.017578,0.011719,0.026442,0.002387,0.013672,0.026316,0.0,0.0,0.080078,0.078125,0.0,0.015936,0.0,0.03125,0.02947,0.005859,0.003906,0.022099,0.002146,0.082031,0.005102,0.012821,0.014006,0.024691,0.017682,0.037109,0.023438,0.009346,0.011719,0.003906,0.042969,0.025391,0.025391,0.004082,0.010121,0.013043,0.056641,0.003906,0.007874,0.011719,0.001969,0.035156,0.064516,0.002899,0.024499,0.00289,0.002985,0.002994,0.0,0.002959,0.00295,0.002941,0.002967,0.052734,0.011719,0.007812,0.011905,0.0,0.0,0.002331,0.002237,0.034602,0.035019,0.011719,0.015625,0.003906
